primitive	count
CARRY8	20
FDCE	34482
FDPE	72
FDRE	1321
GND	116
LUT1	118
LUT2	4103
LUT3	5769
LUT4	12085
LUT5	12511
LUT6	60133
MUXF7	9265
MUXF8	4240
RAM256X1D	20
RAM32M	6
RAM32M16	55
RAM32X1D	20
RAMB18E2	30
RAMB36E2	19200
RAMD32	846
RAMD64E	160
RAMS32	122
VCC	85
