primitive	count
CARRY8	2048
FDCE	49
FDRE	25627
GND	2
LUT1	23
LUT2	1715
LUT3	22405
LUT4	10974
LUT5	41721
LUT6	42140
MUXF7	2701
MUXF8	1281
VCC	1
