run,commit,name,start_cycle,commit_cycle,ready_for_next_commit,old_tree_drained_cycle,drain_label,commit_applied_cycle,instruction_count,commit_cycles,bank_replay_cycles
prefill,C1,request,2000,2178,2390,2499,old-tree-drained,2283,165,283,107
prefill,C2,collapse,2390,2466,2611,2499,old-tree-drained,2576,75,186,35
prefill,C3,reclaim,2611,2636,2649,2499,old-tree-drained,2639,24,28,10
