run,commit,name,start_cycle,commit_cycle,ready_for_next_commit,old_tree_drained_cycle,drain_label,commit_applied_cycle,instruction_count,commit_cycles,bank_replay_cycles
reset,C1,request,2000,2381,2588,2017,old-tree captured (not drained),2384,362,384,204
reset,C2,retire,3042,3042,3047,2017,old-tree captured (not drained),3046,1,4,1
