run,commit,name,start_cycle,commit_cycle,ready_for_next_commit,old_tree_drained_cycle,drain_label,commit_applied_cycle,instruction_count,commit_cycles,bank_replay_cycles
prefill,C1,request,2001,2215,2704,3557,old-tree-drained,2575,201,574,129
prefill,C2,collapse,2704,2797,3695,3557,old-tree-drained,3652,92,948,43
prefill,C3,reclaim,3695,3724,3739,3557,old-tree-drained,3726,28,31,13
relocate,C1,request,2001,2248,3745,4568,old-tree-drained,3586,234,1585,159
relocate,C2,collapse,3745,3838,4706,4568,old-tree-drained,4663,92,918,43
relocate,C3,reclaim,4706,4735,4750,4568,old-tree-drained,4737,28,31,13
