primitive	count
CARRY8	10245
FDCE	3978
FDPE	87
FDRE	118320
GND	119
LUT1	193
LUT2	10793
LUT3	95229
LUT4	51814
LUT5	212067
LUT6	203548
MUXF7	13375
MUXF8	6235
RAM32M16	49
RAM32X1D	15
RAM64M	5
RAM64M8	35
RAM64X1D	5
RAMB36E2	240
RAMD32	716
RAMD64E	310
RAMS32	98
VCC	85
