request_id,flow,size_bytes,push_cycle,pop_cycle,dropped
1,1,48,0,24,false
2,2,48,3,30,false
3,3,48,5,27,false
4,4,48,8,33,false
5,5,48,11,42,false
6,6,48,14,36,false
7,7,48,16,39,false
8,8,48,19,45,false
9,9,48,22,48,false
10,10,48,25,54,false
11,11,48,27,57,false
12,12,48,30,51,false
13,13,48,33,60,false
14,14,48,35,66,false
15,15,48,38,63,false
16,16,48,41,69,false
17,17,48,44,78,false
18,18,48,46,72,false
19,19,48,49,75,false
20,20,48,52,81,false
21,21,48,55,84,false
22,22,48,57,90,false
23,23,48,60,93,false
24,24,48,63,87,false
25,25,48,65,96,false
26,26,48,68,105,false
27,27,48,71,99,false
28,28,48,74,108,false
29,29,48,76,111,false
30,30,48,79,102,false
31,31,48,82,114,false
32,32,48,85,120,false
33,33,48,87,117,false
34,34,48,90,123,false
35,35,48,93,135,false
36,36,48,95,126,false
37,37,48,98,129,false
38,38,48,101,138,false
39,39,48,104,132,false
40,40,48,106,141,false
41,41,48,109,153,false
42,42,48,112,144,false
43,43,48,115,147,false
44,44,48,117,156,false
45,45,48,120,150,false
46,46,48,123,159,false
47,47,48,125,171,false
48,48,48,128,162,false
49,49,48,131,165,false
50,50,48,134,174,false
51,51,48,136,168,false
52,52,48,139,177,false
53,53,48,142,189,false
54,54,48,145,180,false
55,55,48,147,183,false
56,56,48,150,192,false
57,57,48,153,186,false
58,58,48,155,195,false
59,59,48,158,210,false
60,60,48,161,198,false
61,61,48,164,201,false
62,62,48,166,213,false
63,63,48,169,204,false
64,64,48,172,216,false
65,1,48,175,207,false
66,2,48,178,219,false
67,3,48,180,222,false
68,4,48,183,231,false
69,5,48,186,234,false
70,6,48,189,225,false
71,7,48,191,228,false
72,8,48,194,237,false
73,9,48,197,240,false
74,10,48,200,252,false
75,11,48,202,255,false
76,12,48,205,243,false
77,13,48,208,246,false
78,14,48,210,258,false
79,15,48,213,249,false
80,16,48,216,261,false
81,17,48,219,276,false
82,18,48,221,264,false
83,19,48,224,267,false
84,20,48,227,279,false
85,21,48,230,270,false
86,22,48,232,282,false
87,23,48,235,285,false
88,24,48,238,273,false
89,25,48,240,288,false
90,26,48,243,300,false
91,27,48,246,291,false
92,28,48,249,303,false
93,29,48,251,306,false
94,30,48,254,294,false
95,31,48,257,297,false
96,32,48,260,309,false
97,33,48,262,312,false
98,34,48,265,327,false
99,35,48,268,330,false
100,36,48,270,315,false
101,37,48,273,318,false
102,38,48,276,333,false
103,39,48,279,321,false
104,40,48,281,336,false
105,41,48,284,339,false
106,42,48,287,324,false
107,43,48,290,342,false
108,44,48,292,357,false
109,45,48,295,345,false
110,46,48,298,360,false
111,47,48,300,363,false
112,48,48,303,348,false
113,49,48,306,351,false
114,50,48,309,366,false
115,51,48,311,354,false
116,52,48,314,369,false
117,53,48,317,387,false
118,54,48,320,372,false
119,55,48,322,375,false
120,56,48,325,390,false
121,57,48,328,378,false
122,58,48,330,393,false
123,59,48,333,396,false
124,60,48,336,381,false
125,61,48,339,384,false
126,62,48,341,399,false
127,63,48,344,402,false
128,64,48,347,420,false
129,1,48,349,405,false
130,2,48,352,423,false
131,3,48,354,408,false
132,4,48,357,426,false
133,5,48,360,429,false
134,6,48,363,411,false
135,7,48,365,414,false
136,8,48,368,432,false
137,9,48,371,417,false
138,10,48,374,435,false
139,11,48,376,456,false
140,12,48,379,438,false
141,13,48,382,441,false
142,14,48,384,459,false
143,15,48,387,444,false
144,16,48,390,462,false
145,17,48,393,465,false
146,18,48,395,447,false
147,19,48,398,450,false
148,20,48,401,468,false
149,21,48,404,453,false
150,22,48,406,471,false
151,23,48,409,495,false
152,24,48,412,474,false
153,25,48,414,477,false
154,26,48,417,498,false
155,27,48,420,480,false
156,28,48,423,501,false
157,29,48,425,504,false
158,30,48,428,483,false
159,31,48,431,486,false
160,32,48,434,507,false
161,33,48,436,489,false
162,34,48,439,510,false
163,35,48,442,513,false
164,36,48,444,492,false
165,37,48,447,516,false
166,38,48,450,537,false
167,39,48,453,519,false
168,40,48,455,540,false
169,41,48,458,543,false
170,42,48,461,522,false
171,43,48,464,525,false
172,44,48,466,546,false
173,45,48,469,528,false
174,46,48,472,549,false
175,47,48,474,552,false
176,48,48,477,531,false
177,49,48,480,534,false
178,50,48,483,555,false
179,51,48,485,558,false
180,52,48,488,579,false
181,53,48,491,582,false
182,54,48,494,561,false
183,55,48,496,564,false
184,56,48,499,585,false
185,57,48,502,567,false
186,58,48,504,588,false
187,59,48,507,591,false
188,60,48,510,570,false
189,61,48,513,573,false
190,62,48,515,594,false
191,63,48,518,576,false
192,64,48,521,597,false
193,1,48,524,600,false
194,2,48,527,624,false
195,3,48,529,603,false
196,4,48,532,627,false
197,5,48,535,630,false
198,6,48,538,606,false
199,7,48,540,609,false
200,8,48,543,633,false
201,9,48,546,612,false
202,10,48,549,636,false
203,11,48,551,639,false
204,12,48,554,615,false
205,13,48,557,618,false
206,14,48,559,642,false
207,15,48,562,621,false
208,16,48,565,645,false
209,17,48,568,672,false
210,18,48,570,648,false
211,19,48,573,651,false
212,20,48,576,675,false
213,21,48,579,654,false
214,22,48,581,678,false
215,23,48,584,681,false
216,24,48,587,657,false
217,25,48,589,660,false
218,26,48,592,684,false
219,27,48,595,663,false
220,28,48,598,687,false
221,29,48,600,690,false
222,30,48,603,666,false
223,31,48,606,669,false
224,32,48,609,693,false
225,33,48,611,696,false
226,34,48,614,723,false
227,35,48,617,726,false
228,36,48,619,699,false
229,37,48,622,702,false
230,38,48,625,729,false
231,39,48,628,705,false
232,40,48,630,732,false
233,41,48,633,735,false
234,42,48,636,708,false
235,43,48,639,711,false
236,44,48,641,738,false
237,45,48,644,714,false
238,46,48,647,741,false
239,47,48,649,744,false
240,48,48,652,717,false
241,49,48,655,720,false
242,50,48,658,747,false
243,51,48,660,750,false
244,52,48,663,777,false
245,53,48,666,780,false
246,54,48,669,753,false
247,55,48,671,756,false
248,56,48,674,783,false
249,57,48,677,759,false
250,58,48,679,786,false
251,59,48,682,789,false
252,60,48,685,762,false
253,61,48,688,765,false
254,62,48,690,792,false
255,63,48,693,768,false
256,64,48,696,795,false
257,1,48,698,771,false
258,2,48,701,798,false
259,3,48,703,774,false
260,4,48,706,801,false
261,5,48,709,837,false
262,6,48,712,804,false
263,7,48,714,807,false
264,8,48,717,840,false
265,9,48,720,810,false
266,10,48,723,843,false
267,11,48,725,846,false
268,12,48,728,813,false
269,13,48,731,816,false
270,14,48,733,849,false
271,15,48,736,819,false
272,16,48,739,852,false
273,17,48,742,855,false
274,18,48,744,822,false
275,19,48,747,825,false
276,20,48,750,858,false
277,21,48,753,828,false
278,22,48,755,861,false
279,23,48,758,864,false
280,24,48,761,831,false
281,25,48,763,834,false
282,26,48,766,867,false
283,27,48,769,870,false
284,28,48,772,903,false
285,29,48,774,906,false
286,30,48,777,873,false
287,31,48,780,876,false
288,32,48,783,909,false
289,33,48,785,879,false
290,34,48,788,912,false
291,35,48,791,915,false
292,36,48,793,882,false
293,37,48,796,885,false
294,38,48,799,918,false
295,39,48,802,888,false
296,40,48,804,921,false
297,41,48,807,924,false
298,42,48,810,891,false
299,43,48,813,894,false
300,44,48,815,927,false
301,45,48,818,897,false
302,46,48,821,930,false
303,47,48,823,933,false
304,48,48,826,900,false
305,49,48,829,936,false
306,50,48,832,972,false
307,51,48,834,939,false
308,52,48,837,975,false
309,53,48,840,978,false
310,54,48,843,942,false
311,55,48,845,945,false
312,56,48,848,981,false
313,57,48,851,948,false
314,58,48,853,984,false
315,59,48,856,987,false
316,60,48,859,951,false
317,61,48,862,954,false
318,62,48,864,990,false
319,63,48,867,957,false
320,64,48,870,993,false
321,1,48,873,960,false
322,2,48,876,996,false
323,3,48,878,963,false
324,4,48,881,999,false
325,5,48,884,1002,false
326,6,48,887,966,false
327,7,48,889,969,false
328,8,48,892,1005,false
329,9,48,895,1008,false
330,10,48,898,1044,false
331,11,48,900,1047,false
332,12,48,903,1011,false
333,13,48,906,1014,false
334,14,48,908,1050,false
335,15,48,911,1017,false
336,16,48,914,1053,false
337,17,48,917,1056,false
338,18,48,919,1020,false
339,19,48,922,1023,false
340,20,48,925,1059,false
341,21,48,928,1026,false
342,22,48,930,1062,false
343,23,48,933,1065,false
344,24,48,936,1029,false
345,25,48,938,1032,false
346,26,48,941,1068,false
347,27,48,944,1035,false
348,28,48,947,1071,false
349,29,48,949,1074,false
350,30,48,952,1038,false
351,31,48,955,1041,false
352,32,48,958,1077,false
353,33,48,960,1080,false
354,34,48,963,1119,false
355,35,48,966,1122,false
356,36,48,968,1083,false
357,37,48,971,1086,false
358,38,48,974,1125,false
359,39,48,977,1089,false
360,40,48,979,1128,false
361,41,48,982,1131,false
362,42,48,985,1092,false
363,43,48,988,1095,false
364,44,48,990,1134,false
365,45,48,993,1098,false
366,46,48,996,1137,false
367,47,48,998,1140,false
368,48,48,1001,1101,false
