primitive	count
CARRY8	5
FDCE	1925
FDPE	72
FDRE	358
GND	66
LUT1	117
LUT2	429
LUT3	586
LUT4	257
LUT5	735
LUT6	1628
MUXF7	220
MUXF8	48
RAM32M	20
RAM32M16	59
RAM32X1D	20
RAMB36E2	60
RAMD32	986
RAMS32	158
VCC	80
