primitive	count
CARRY8	9
FDCE	1783
FDPE	44
FDRE	298
GND	59
LUT1	284
LUT2	415
LUT3	445
LUT4	589
LUT5	603
LUT6	1690
MUXF7	5
RAM32M	10
RAM32M16	59
RAM32X1D	20
RAMB18E2	1
RAMB36E2	51
RAMD32	926
RAMS32	138
VCC	73
