event,name,mode,from_policy,to_policy,instruction_count,scheduled_cycle,start_cycle,commit_cycle,finish_cycle,drain_cycle,drain_duration_cycles,dropped_packets,retained_packets,peak_buffer_occupancy_packets,minimum_stop_cycles,stop_duration_cycles,commit_applied_cycle,commit_cycles,bank_cleanup_cycles,install_finish_cycle,resume_cycle,cleanup_start_cycle,cleanup_commit_cycle,cleanup_applied_cycle,cleanup_finish_cycle,cleanup_instruction_count,cleanup_commit_cycles,cleanup_bank_cleanup_cycles,cleanup_of,prefilled_tokens
reconfiguration,request,stop_the_world_pop,,,299,2000,2000,2311,2843,2632,321,0,70,223,0,,2416,416,195,2611,2416,2611,2755,2776,2843,143,165,67,,70
cleanup_commit,collapse,direct,,,143,2000,2611,2755,2905,,,0,0,0,0,,2776,165,67,2843,,2843,2884,2886,2905,40,43,19,request,
cleanup_commit,reclaim,direct,,,40,2000,2843,2884,2905,,,0,0,0,0,,2886,43,19,2905,,,,,,,,,collapse,
