cycle,phase,command,engine_id,vpifo_id,flow_id,data,copied_entries
2001,accepted,UpdateRankQuantum,1,1,9,120,
2002,accepted,UpdateBrainEngine,2,9,0,2,
2003,accepted,UpdateRankGroup,1,1,17,9,
2003,dispatched,UpdateRankQuantum,1,1,9,120,
2004,accepted,UpdateBrainEngine,3,17,0,3,
2004,dispatched,UpdateBrainEngine,2,9,0,2,
2005,accepted,UpdateBrainFlowState,2,9,273,1,
2005,dispatched,UpdateRankGroup,1,1,17,9,
2006,accepted,UpdateRankGroup,1,1,18,9,
2006,dispatched,UpdateBrainEngine,3,17,0,3,
2007,accepted,UpdateBrainEngine,3,18,0,3,
2007,dispatched,UpdateBrainFlowState,2,9,273,1,
2008,accepted,UpdateBrainFlowState,2,9,274,2,
2008,dispatched,UpdateRankGroup,1,1,18,9,
2009,accepted,UpdateMapperPre,1,17,0,1,
2009,dispatched,UpdateBrainEngine,3,18,0,3,
2010,accepted,UpdateMapperPost,1,1,145,265,
2010,dispatched,UpdateBrainFlowState,2,9,274,2,
2011,accepted,UpdateMapperPre,2,17,0,9,
2011,dispatched,UpdateMapperPre,1,17,0,1,
2012,accepted,UpdateMapperPost,2,9,273,401,
2012,dispatched,UpdateMapperPost,1,1,145,265,
2013,accepted,UpdateMapperPre,3,17,0,17,
2013,dispatched,UpdateMapperPre,2,17,0,9,
2014,accepted,UpdateMapperPost,3,17,401,17,
2014,dispatched,UpdateMapperPost,2,9,273,401,
2015,accepted,UpdateMapperPre,1,18,0,1,
2015,dispatched,UpdateMapperPre,3,17,0,17,
2016,accepted,UpdateMapperPost,1,1,146,265,
2016,dispatched,UpdateMapperPost,3,17,401,17,
2017,accepted,UpdateMapperPre,2,18,0,9,
2017,dispatched,UpdateMapperPre,1,18,0,1,
2018,accepted,UpdateMapperPost,2,9,274,402,
2018,dispatched,UpdateMapperPost,1,1,146,265,
2019,accepted,UpdateMapperPre,3,18,0,18,
2019,dispatched,UpdateMapperPre,2,18,0,9,
2020,accepted,UpdateMapperPost,3,18,402,18,
2020,dispatched,UpdateMapperPost,2,9,274,402,
2021,dispatched,UpdateMapperPre,3,18,0,18,
2022,dispatched,UpdateMapperPost,3,18,402,18,
2030,accepted,CommitMapper,1,0,0,0,
2032,dispatched,CommitMapper,1,0,0,0,
2032,committed,CommitMapper,1,0,0,0,
2033,replayed,UpdateMapperPre,1,17,0,1,
2034,replayed,UpdateMapperPost,1,1,145,265,
2035,replayed,UpdateMapperPre,2,17,0,9,
2036,replayed,UpdateMapperPost,2,9,273,401,
2037,replayed,UpdateMapperPre,3,17,0,17,
2038,replayed,UpdateMapperPost,3,17,401,17,
2039,replayed,UpdateMapperPre,1,18,0,1,
2040,replayed,UpdateMapperPost,1,1,146,265,
2041,replayed,UpdateMapperPre,2,18,0,9,
2042,replayed,UpdateMapperPost,2,9,274,402,
2043,replayed,UpdateMapperPre,3,18,0,18,
2044,replayed,UpdateMapperPost,3,18,402,18,
