primitive	count
CARRY8	5
FDCE	5398
FDPE	1320
FDRE	331
GND	57
LUT1	109
LUT2	1043
LUT3	417
LUT4	1215
LUT5	1609
LUT6	4737
MUXF7	425
MUXF8	161
RAM128X1D	10
RAM32M	5
RAM32M16	46
RAM32X1D	20
RAM64M8	40
RAM64X1D	10
RAMB36E2	501
RAMD32	714
RAMD64E	380
RAMS32	102
VCC	72
