primitive	count
CARRY8	2048
FDCE	72
FDRE	27677
GND	2
LUT1	8
LUT2	1758
LUT3	20423
LUT4	12520
LUT5	52115
LUT6	43626
MUXF7	2853
MUXF8	1344
VCC	1
