primitive	count
CARRY8	2048
FDCE	56
FDRE	29727
GND	2
LUT1	5
LUT2	1669
LUT3	25904
LUT4	11436
LUT5	50098
LUT6	47083
MUXF7	3031
MUXF8	1420
VCC	1
