primitive	count
CARRY8	2048
FDCE	86
FDRE	29727
GND	2
LUT1	41
LUT2	1860
LUT3	22672
LUT4	11586
LUT5	50212
LUT6	48773
MUXF7	2983
MUXF8	1414
VCC	1
