primitive	count
CARRY8	85
FDCE	2453
FDPE	430
FDRE	2569
FDSE	50
GND	110
LUT1	738
LUT2	637
LUT3	936
LUT4	1006
LUT5	1611
LUT6	4515
MUXF7	185
MUXF8	60
RAM32M	5
RAM32M16	26
RAM32X1D	10
RAM64M8	10
RAM64X1D	10
RAMB36E2	1
RAMD32	414
RAMD64E	100
RAMS32	62
SRL16E	2560
VCC	121
