run,commit,name,start_cycle,commit_cycle,ready_for_next_commit,old_tree_drained_cycle,drain_label,commit_applied_cycle,instruction_count,commit_cycles,bank_replay_cycles
prefill,C1,request,2000,2578,3054,2899,old-tree-drained,2683,565,683,371
prefill,C2,collapse,3054,3334,3467,2899,old-tree-drained,3336,279,282,131
prefill,C3,reclaim,3467,3540,3577,2899,old-tree-drained,3543,72,76,34
