primitive	count
CARRY8	5445
FDCE	7978
FDPE	1360
FDRE	43841
GND	115
LUT1	2664
LUT2	3689
LUT3	2692
LUT4	14280
LUT5	2219
LUT6	33999
MUXF7	350
MUXF8	161
RAM128X1D	10
RAM32M	5
RAM32M16	46
RAM32X1D	20
RAM64M	20
RAM64M8	60
RAM64X1D	10
RAMB18E2	5
RAMB36E2	1
RAMD32	714
RAMD64E	620
RAMS32	102
VCC	88
