primitive	count
CARRY8	11
FDCE	3541
FDPE	682
FDRE	290
GND	56
LUT1	115
LUT2	575
LUT3	921
LUT4	887
LUT5	1172
LUT6	3649
MUXF7	520
MUXF8	193
RAM32M16	46
RAM32X1D	15
RAM64M	5
RAM64M8	25
RAM64X1D	5
RAMB36E2	161
RAMD32	674
RAMD64E	230
RAMS32	92
VCC	72
