primitive	count
CARRY8	9
FDCE	33698
FDPE	74
FDRE	565
GND	114
LUT1	130
LUT2	2303
LUT3	883
LUT4	5489
LUT5	11829
LUT6	65663
MUXF7	8545
MUXF8	4045
RAM256X1D	20
RAM32M	6
RAM32M16	55
RAM32X1D	20
RAMB18E2	21
RAMB36E2	12176
RAMD32	846
RAMD64E	160
RAMS32	122
VCC	88
