primitive	count
CARRY8	2048
FDCE	64
FDRE	21527
GND	2
LUT1	19
LUT2	2411
LUT3	11087
LUT4	12646
LUT5	48019
LUT6	37342
MUXF7	2431
MUXF8	1135
VCC	1
