primitive	count
CARRY8	85
FDCE	1898
FDPE	405
FDRE	8669
GND	76
LUT1	739
LUT2	1869
LUT3	783
LUT4	2002
LUT5	858
LUT6	8817
MUXF7	145
MUXF8	50
RAM32M	5
RAM32M16	56
RAM32X1D	20
RAM64M8	15
RAM64X1D	5
RAMB36E2	1
RAMD32	854
RAMD64E	130
RAMS32	122
VCC	87
