event,name,mode,from_policy,to_policy,instruction_count,scheduled_cycle,start_cycle,commit_cycle,finish_cycle,drain_cycle,drain_duration_cycles,dropped_packets,retained_packets,peak_buffer_occupancy_packets,minimum_stop_cycles,stop_duration_cycles,commit_applied_cycle,commit_cycles,bank_cleanup_cycles,install_finish_cycle,resume_cycle,cleanup_start_cycle,cleanup_commit_cycle,cleanup_applied_cycle,cleanup_finish_cycle,cleanup_instruction_count,cleanup_commit_cycles,cleanup_bank_cleanup_cycles,cleanup_of,prefilled_tokens
reconfiguration,replace,stop_the_world_pop,p1,p2b,58,1000,1000,1067,1564,1530,463,0,70,154,0,,1314,314,49,1363,1314,1363,1383,1553,1564,20,190,11,,70
cleanup_commit,replace-cleanup,direct,,,20,1000,1363,1383,1585,,,0,0,0,0,,1553,190,11,1564,,1564,1575,1578,1585,11,14,7,replace,
cleanup_commit,replace-reclaim,direct,,,11,1000,1564,1575,1585,,,0,0,0,0,,1578,14,7,1585,,,,,,,,,replace-cleanup,
