event,name,mode,from_policy,to_policy,instruction_count,scheduled_cycle,start_cycle,commit_cycle,finish_cycle,drain_cycle,drain_duration_cycles,dropped_packets,retained_packets,peak_buffer_occupancy_packets,minimum_stop_cycles,stop_duration_cycles,commit_applied_cycle,commit_cycles,bank_cleanup_cycles,install_finish_cycle,resume_cycle,cleanup_start_cycle,cleanup_commit_cycle,cleanup_applied_cycle,cleanup_finish_cycle,cleanup_instruction_count,cleanup_commit_cycles,cleanup_bank_cleanup_cycles,cleanup_of,prefilled_tokens
reconfiguration,request,stop_the_world,,,192,2000,2000,2210,3047,2016,,0,70,453,1025,1026,2213,213,108,2321,3042,3042,3042,3046,3047,1,4,1,,
cleanup_commit,retire,direct,,,1,2000,3042,3042,3047,,,0,0,0,0,,3046,4,1,3047,,,,,,,,,request,
