primitive	count
CARRY8	5
FDCE	33540
FDPE	65
FDRE	4130
GND	111
LUT1	104
LUT2	2278
LUT3	834
LUT4	5807
LUT5	10727
LUT6	47684
MUXF7	8115
MUXF8	3860
RAM256X1D	20
RAM32M	6
RAM32M16	55
RAM32X1D	20
RAMB18E2	15
RAMB36E2	8640
RAMD32	846
RAMD64E	160
RAMS32	122
VCC	79
