primitive	count
CARRY8	2048
FDCE	79
FDRE	23577
GND	2
LUT1	2
LUT2	2690
LUT3	17245
LUT4	11156
LUT5	44247
LUT6	39587
MUXF7	2528
MUXF8	1197
VCC	1
