event,name,mode,from_policy,to_policy,instruction_count,scheduled_cycle,start_cycle,commit_cycle,finish_cycle,drain_cycle,drain_duration_cycles,dropped_packets,retained_packets,peak_buffer_occupancy_packets,minimum_stop_cycles,stop_duration_cycles,commit_applied_cycle,commit_cycles,bank_cleanup_cycles,install_finish_cycle,resume_cycle,cleanup_start_cycle,cleanup_commit_cycle,cleanup_applied_cycle,cleanup_finish_cycle,cleanup_instruction_count,cleanup_commit_cycles,cleanup_bank_cleanup_cycles,cleanup_of,prefilled_tokens
reconfiguration,r2-stop-the-world,stop_the_world,p1,p2b,25,2000,2000,2040,3040,2012,,0,137,416,1024,1024,2043,43,17,2060,3036,3036,3036,3040,3040,1,4,0,,
cleanup_commit,r2-stop-the-world-cleanup,direct,,,1,2000,3036,3036,3040,,,0,0,0,0,,3040,4,0,3040,,,,,,,,,r2-stop-the-world,
