cycle,phase,command,engine_id,vpifo_id,flow_id,data,copied_entries
2017,accepted,UpdateBrainEngine,1,1,0,2,
2018,accepted,UpdateBrainFlowState,1,1,9,1,
2019,accepted,UpdateBrainFlowState,1,1,10,3,
2019,dispatched,UpdateBrainEngine,1,1,0,2,
2020,accepted,UpdateBrainFlowState,1,1,11,3,
2020,dispatched,UpdateBrainFlowState,1,1,9,1,
2021,accepted,UpdateBrainEngine,3,1,0,3,
2021,dispatched,UpdateBrainFlowState,1,1,10,3,
2022,accepted,UpdateBrainEngine,3,2,0,1,
2022,dispatched,UpdateBrainFlowState,1,1,11,3,
2023,accepted,UpdateBrainEngine,2,1,0,3,
2023,dispatched,UpdateBrainEngine,3,1,0,3,
2024,accepted,UpdateBrainEngine,2,2,0,3,
2024,dispatched,UpdateBrainEngine,3,2,0,1,
2025,accepted,UpdateMapperPre,1,1,0,1,
2025,dispatched,UpdateBrainEngine,2,1,0,3,
2026,accepted,UpdateMapperPost,1,1,9,25,
2026,dispatched,UpdateBrainEngine,2,2,0,3,
2027,accepted,UpdateMapperPre,3,1,0,1,
2027,dispatched,UpdateMapperPre,1,1,0,1,
2028,accepted,UpdateMapperPost,3,1,25,1,
2028,dispatched,UpdateMapperPost,1,1,9,25,
2029,accepted,UpdateMapperPre,1,2,0,1,
2029,dispatched,UpdateMapperPre,3,1,0,1,
2030,accepted,UpdateMapperPost,1,1,10,26,
2030,dispatched,UpdateMapperPost,3,1,25,1,
2031,accepted,UpdateMapperPre,3,2,0,2,
2031,dispatched,UpdateMapperPre,1,2,0,1,
2032,accepted,UpdateMapperPost,3,2,26,17,
2032,dispatched,UpdateMapperPost,1,1,10,26,
2033,accepted,UpdateMapperPre,2,2,0,1,
2033,dispatched,UpdateMapperPre,3,2,0,2,
2034,accepted,UpdateMapperPost,2,1,18,2,
2034,dispatched,UpdateMapperPost,3,2,26,17,
2035,accepted,UpdateMapperPre,1,3,0,1,
2035,dispatched,UpdateMapperPre,2,2,0,1,
2036,accepted,UpdateMapperPost,1,1,11,26,
2036,dispatched,UpdateMapperPost,2,1,18,2,
2037,accepted,UpdateMapperPre,3,3,0,2,
2037,dispatched,UpdateMapperPre,1,3,0,1,
2038,accepted,UpdateMapperPost,3,2,27,18,
2038,dispatched,UpdateMapperPost,1,1,11,26,
2039,accepted,UpdateMapperPre,2,3,0,2,
2039,dispatched,UpdateMapperPre,3,3,0,2,
2040,accepted,UpdateMapperPost,2,2,19,3,
2040,dispatched,UpdateMapperPost,3,2,27,18,
2041,accepted,CommitMapper,1,0,0,0,
2041,dispatched,UpdateMapperPre,2,3,0,2,
2042,dispatched,UpdateMapperPost,2,2,19,3,
2043,dispatched,CommitMapper,1,0,0,0,
2043,committed,CommitMapper,1,0,0,0,
2044,replayed,UpdateMapperPre,1,1,0,1,
2045,replayed,UpdateMapperPost,1,1,9,25,
2046,replayed,UpdateMapperPre,3,1,0,1,
2047,replayed,UpdateMapperPost,3,1,25,1,
2048,replayed,UpdateMapperPre,1,2,0,1,
2049,replayed,UpdateMapperPost,1,1,10,26,
2050,replayed,UpdateMapperPre,3,2,0,2,
2051,replayed,UpdateMapperPost,3,2,26,17,
2052,replayed,UpdateMapperPre,2,2,0,1,
2053,replayed,UpdateMapperPost,2,1,18,2,
2054,replayed,UpdateMapperPre,1,3,0,1,
2055,replayed,UpdateMapperPost,1,1,11,26,
2056,replayed,UpdateMapperPre,3,3,0,2,
2057,replayed,UpdateMapperPost,3,2,27,18,
2058,replayed,UpdateMapperPre,2,3,0,2,
2059,replayed,UpdateMapperPost,2,2,19,3,
3037,accepted,CommitMapper,1,0,0,0,
3039,dispatched,CommitMapper,1,0,0,0,
3039,committed,CommitMapper,1,0,0,0,
