primitive	count
CARRY8	2048
FDCE	78
FDRE	29726
GND	2
LUT1	2
LUT2	1822
LUT3	25367
LUT4	11674
LUT5	53606
LUT6	44494
MUXF7	3000
MUXF8	1427
VCC	1
