primitive	count
CARRY8	65291
FDCE	102771
FDPE	10337
FDRE	706999
GND	132
LUT1	30890
LUT2	55765
LUT3	36808
LUT4	139414
LUT5	24395
LUT6	553285
MUXF7	14992
MUXF8	7496
RAM256X1D	40
RAM32M	10
RAM32M16	51
RAM32X1D	10
RAMB18E2	15
RAMB36E2	21
RAMD32	794
RAMD64E	320
RAMS32	122
VCC	107
