event,name,mode,from_policy,to_policy,instruction_count,scheduled_cycle,start_cycle,commit_cycle,finish_cycle,drain_cycle,drain_duration_cycles,dropped_packets,retained_packets,peak_buffer_occupancy_packets,minimum_stop_cycles,stop_duration_cycles,commit_applied_cycle,commit_cycles,bank_cleanup_cycles,install_finish_cycle,resume_cycle,cleanup_start_cycle,cleanup_commit_cycle,cleanup_applied_cycle,cleanup_finish_cycle,cleanup_instruction_count,cleanup_commit_cycles,cleanup_bank_cleanup_cycles,cleanup_of,prefilled_tokens
reconfiguration,replace,stop_the_world_pop,p1,p2b,58,2000,2000,2068,2966,2932,864,0,137,276,0,,2515,515,49,2564,2515,2564,2585,2955,2966,20,391,11,,137
cleanup_commit,replace-cleanup,direct,,,20,2000,2564,2585,2987,,,0,0,0,0,,2955,391,11,2966,,2966,2977,2980,2987,11,14,7,replace,
cleanup_commit,replace-reclaim,direct,,,11,2000,2966,2977,2987,,,0,0,0,0,,2980,14,7,2987,,,,,,,,,replace-cleanup,
