cycle,phase,command,engine_id,vpifo_id,flow_id,data,copied_entries
2011,accepted,StopWorld,1,1,0,0,
2012,accepted,CopyPifoEngine,3,0,0,4,
2013,accepted,CopyPifoEngine,1,0,0,2,
2013,dispatched,StopWorld,1,1,0,0,
2014,accepted,UpdateBrainEngine,1,1,0,0,
2015,accepted,UpdateBrainFlowState,1,1,9,0,
2016,accepted,UpdateBrainFlowState,1,1,10,0,
2017,accepted,UpdateBrainEngine,3,1,0,0,
2018,accepted,UpdateBrainEngine,3,2,0,0,
2019,accepted,UpdateMapperPre,1,1,0,0,
2020,accepted,UpdateMapperPost,1,1,9,0,
2021,accepted,UpdateMapperPre,3,1,0,0,
2022,accepted,UpdateMapperPost,3,1,25,0,
2023,accepted,UpdateMapperPre,1,2,0,0,
2024,accepted,UpdateMapperPost,1,1,10,0,
2025,accepted,UpdateMapperPre,3,2,0,0,
2026,accepted,UpdateMapperPost,3,2,26,0,
2027,accepted,UpdateMapperPost,2,1,9,33,
2028,accepted,UpdateMapperPost,4,1,25,1,
2029,accepted,UpdateMapperPost,2,1,10,34,
2030,accepted,UpdateMapperPost,4,2,26,2,
2031,accepted,UpdateBrainEngine,2,2,0,2,
2032,accepted,UpdateBrainFlowState,2,2,17,1,
2033,accepted,UpdateBrainFlowState,2,2,18,3,
2034,accepted,UpdateBrainFlowState,2,2,19,3,
2035,accepted,UpdateBrainEngine,3,1,0,1,
2036,accepted,UpdateBrainEngine,4,3,0,3,
2037,accepted,UpdateBrainEngine,4,4,0,3,
2038,accepted,UpdateBrainEngine,4,5,0,3,
2039,accepted,UpdateMapperPre,2,1,0,2,
2040,accepted,UpdateMapperPost,2,2,17,35,
2041,accepted,UpdateMapperPre,4,1,0,3,
2042,accepted,UpdateMapperPost,4,3,33,1,
2043,accepted,UpdateMapperPre,2,2,0,2,
2044,accepted,UpdateMapperPost,2,2,18,25,
2045,accepted,UpdateMapperPre,3,2,0,1,
2046,accepted,UpdateMapperPost,3,1,26,36,
2047,accepted,UpdateMapperPre,4,2,0,4,
2047,dispatched,CopyPifoEngine,3,0,0,4,
2048,accepted,UpdateMapperPost,4,4,34,2,
2049,accepted,UpdateMapperPre,2,3,0,2,
2050,accepted,UpdateMapperPost,2,2,19,25,
2051,accepted,UpdateMapperPre,3,3,0,1,
2052,accepted,UpdateMapperPost,3,1,27,37,
2053,accepted,UpdateMapperPre,4,3,0,5,
2054,accepted,UpdateMapperPost,4,5,35,3,
2055,accepted,UpdateBrainEngine,1,1,0,2,
2056,accepted,UpdateBrainFlowState,1,1,9,2,
2057,accepted,UpdateMapperPre,1,1,0,1,
2058,accepted,UpdateMapperPost,1,1,9,18,
2059,accepted,UpdateBrainFlowState,1,1,10,2,
2060,accepted,UpdateMapperPre,1,2,0,1,
2061,accepted,UpdateMapperPost,1,1,10,18,
2062,accepted,UpdateBrainFlowState,1,1,11,2,
2063,accepted,UpdateMapperPre,1,3,0,1,
2064,accepted,UpdateMapperPost,1,1,11,18,
2065,accepted,UpdateMapperPost,1,1,15,17,
2066,accepted,PrefillPifo,1,1,15,0,
2067,accepted,UpdateRoot,1,1,0,0,
2068,accepted,CommitMapper,1,0,0,0,
2185,copy_finished,CopyPifoEngine,3,0,0,4,137
2186,dispatched,CopyPifoEngine,1,0,0,2,
2324,copy_finished,CopyPifoEngine,1,0,0,2,137
2325,dispatched,UpdateBrainEngine,1,1,0,0,
2326,dispatched,UpdateBrainFlowState,1,1,9,0,
2327,dispatched,UpdateBrainFlowState,1,1,10,0,
2328,dispatched,UpdateBrainEngine,3,1,0,0,
2329,dispatched,UpdateBrainEngine,3,2,0,0,
2330,dispatched,UpdateMapperPre,1,1,0,0,
2331,dispatched,UpdateMapperPost,1,1,9,0,
2332,dispatched,UpdateMapperPre,3,1,0,0,
2333,dispatched,UpdateMapperPost,3,1,25,0,
2334,dispatched,UpdateMapperPre,1,2,0,0,
2335,dispatched,UpdateMapperPost,1,1,10,0,
2336,dispatched,UpdateMapperPre,3,2,0,0,
2337,dispatched,UpdateMapperPost,3,2,26,0,
2338,dispatched,UpdateMapperPost,2,1,9,33,
2339,dispatched,UpdateMapperPost,4,1,25,1,
2340,dispatched,UpdateMapperPost,2,1,10,34,
2341,dispatched,UpdateMapperPost,4,2,26,2,
2342,dispatched,UpdateBrainEngine,2,2,0,2,
2343,dispatched,UpdateBrainFlowState,2,2,17,1,
2344,dispatched,UpdateBrainFlowState,2,2,18,3,
2345,dispatched,UpdateBrainFlowState,2,2,19,3,
2346,dispatched,UpdateBrainEngine,3,1,0,1,
2347,dispatched,UpdateBrainEngine,4,3,0,3,
2348,dispatched,UpdateBrainEngine,4,4,0,3,
2349,dispatched,UpdateBrainEngine,4,5,0,3,
2350,dispatched,UpdateMapperPre,2,1,0,2,
2351,dispatched,UpdateMapperPost,2,2,17,35,
2352,dispatched,UpdateMapperPre,4,1,0,3,
2353,dispatched,UpdateMapperPost,4,3,33,1,
2354,dispatched,UpdateMapperPre,2,2,0,2,
2355,dispatched,UpdateMapperPost,2,2,18,25,
2356,dispatched,UpdateMapperPre,3,2,0,1,
2357,dispatched,UpdateMapperPost,3,1,26,36,
2358,dispatched,UpdateMapperPre,4,2,0,4,
2359,dispatched,UpdateMapperPost,4,4,34,2,
2360,dispatched,UpdateMapperPre,2,3,0,2,
2361,dispatched,UpdateMapperPost,2,2,19,25,
2362,dispatched,UpdateMapperPre,3,3,0,1,
2363,dispatched,UpdateMapperPost,3,1,27,37,
2364,dispatched,UpdateMapperPre,4,3,0,5,
2365,dispatched,UpdateMapperPost,4,5,35,3,
2366,dispatched,UpdateBrainEngine,1,1,0,2,
2367,dispatched,UpdateBrainFlowState,1,1,9,2,
2368,dispatched,UpdateMapperPre,1,1,0,1,
2369,dispatched,UpdateMapperPost,1,1,9,18,
2370,dispatched,UpdateBrainFlowState,1,1,10,2,
2371,dispatched,UpdateMapperPre,1,2,0,1,
2372,dispatched,UpdateMapperPost,1,1,10,18,
2373,dispatched,UpdateBrainFlowState,1,1,11,2,
2374,dispatched,UpdateMapperPre,1,3,0,1,
2375,dispatched,UpdateMapperPost,1,1,11,18,
2376,dispatched,UpdateMapperPost,1,1,15,17,
2377,dispatched,PrefillPifo,1,1,15,0,
2378,dispatched,UpdateRoot,1,1,0,0,
2515,dispatched,CommitMapper,1,0,0,0,
2515,committed,CommitMapper,1,0,0,0,
2516,replayed,UpdateMapperPre,1,1,0,0,
2517,replayed,UpdateMapperPost,1,1,9,0,
2518,replayed,UpdateMapperPre,3,1,0,0,
2519,replayed,UpdateMapperPost,3,1,25,0,
2520,replayed,UpdateMapperPre,1,2,0,0,
2521,replayed,UpdateMapperPost,1,1,10,0,
2522,replayed,UpdateMapperPre,3,2,0,0,
2523,replayed,UpdateMapperPost,3,2,26,0,
2524,replayed,UpdateMapperPost,2,1,9,33,
2525,replayed,UpdateMapperPost,4,1,25,1,
2526,replayed,UpdateMapperPost,2,1,10,34,
2527,replayed,UpdateMapperPost,4,2,26,2,
2536,replayed,UpdateMapperPre,2,1,0,2,
2537,replayed,UpdateMapperPost,2,2,17,35,
2538,replayed,UpdateMapperPre,4,1,0,3,
2539,replayed,UpdateMapperPost,4,3,33,1,
2540,replayed,UpdateMapperPre,2,2,0,2,
2541,replayed,UpdateMapperPost,2,2,18,25,
2542,replayed,UpdateMapperPre,3,2,0,1,
2543,replayed,UpdateMapperPost,3,1,26,36,
2544,replayed,UpdateMapperPre,4,2,0,4,
2545,replayed,UpdateMapperPost,4,4,34,2,
2546,replayed,UpdateMapperPre,2,3,0,2,
2547,replayed,UpdateMapperPost,2,2,19,25,
2548,replayed,UpdateMapperPre,3,3,0,1,
2549,replayed,UpdateMapperPost,3,1,27,37,
2550,replayed,UpdateMapperPre,4,3,0,5,
2551,replayed,UpdateMapperPost,4,5,35,3,
2554,replayed,UpdateMapperPre,1,1,0,1,
2555,replayed,UpdateMapperPost,1,1,9,18,
2557,replayed,UpdateMapperPre,1,2,0,1,
2558,replayed,UpdateMapperPost,1,1,10,18,
2560,replayed,UpdateMapperPre,1,3,0,1,
2561,replayed,UpdateMapperPost,1,1,11,18,
2562,replayed,UpdateMapperPost,1,1,15,17,
2566,accepted,GuardDrain,2,1,0,0,
2567,accepted,GuardDrain,4,1,0,0,
2568,accepted,GuardDrain,4,2,0,0,
2569,accepted,UpdateBrainEngine,2,1,0,0,
2570,accepted,UpdateBrainFlowState,2,1,9,0,
2571,accepted,UpdateBrainFlowState,2,1,10,0,
2572,accepted,UpdateBrainEngine,4,1,0,0,
2573,accepted,UpdateBrainEngine,4,2,0,0,
2574,accepted,UpdateMapperPost,2,1,9,0,
2575,accepted,UpdateMapperPost,4,1,25,0,
2576,accepted,UpdateMapperPost,2,1,10,0,
2577,accepted,UpdateMapperPost,4,2,26,0,
2578,accepted,UpdateBrainState,2,1,0,0,
2579,accepted,UpdateBrainState,4,1,0,0,
2580,accepted,UpdateBrainState,4,2,0,0,
2581,accepted,UpdateMapperPre,1,1,0,0,
2582,accepted,UpdateMapperPre,1,2,0,0,
2583,accepted,UpdateMapperPre,1,3,0,0,
2584,accepted,UpdateRoot,2,2,0,0,
2585,accepted,CommitMapper,1,0,0,0,
2934,dispatched,GuardDrain,2,1,0,0,
2935,dispatched,GuardDrain,4,1,0,0,
2938,dispatched,GuardDrain,4,2,0,0,
2939,dispatched,UpdateBrainEngine,2,1,0,0,
2940,dispatched,UpdateBrainFlowState,2,1,9,0,
2941,dispatched,UpdateBrainFlowState,2,1,10,0,
2942,dispatched,UpdateBrainEngine,4,1,0,0,
2943,dispatched,UpdateBrainEngine,4,2,0,0,
2944,dispatched,UpdateMapperPost,2,1,9,0,
2945,dispatched,UpdateMapperPost,4,1,25,0,
2946,dispatched,UpdateMapperPost,2,1,10,0,
2947,dispatched,UpdateMapperPost,4,2,26,0,
2948,dispatched,UpdateBrainState,2,1,0,0,
2949,dispatched,UpdateBrainState,4,1,0,0,
2950,dispatched,UpdateBrainState,4,2,0,0,
2951,dispatched,UpdateMapperPre,1,1,0,0,
2952,dispatched,UpdateMapperPre,1,2,0,0,
2953,dispatched,UpdateMapperPre,1,3,0,0,
2954,dispatched,UpdateRoot,2,2,0,0,
2955,dispatched,CommitMapper,1,0,0,0,
2955,committed,CommitMapper,1,0,0,0,
2956,replayed,UpdateMapperPost,2,1,9,0,
2957,replayed,UpdateMapperPost,4,1,25,0,
2958,replayed,UpdateMapperPost,2,1,10,0,
2959,replayed,UpdateMapperPost,4,2,26,0,
2963,replayed,UpdateMapperPre,1,1,0,0,
2964,replayed,UpdateMapperPre,1,2,0,0,
2965,replayed,UpdateMapperPre,1,3,0,0,
2968,accepted,ClearPifoEngine,1,0,0,0,
2969,accepted,UpdateBrainEngine,1,1,0,0,
2970,accepted,UpdateBrainFlowState,1,1,9,0,
2970,dispatched,ClearPifoEngine,1,0,0,0,
2971,accepted,UpdateMapperPost,1,1,9,0,
2971,dispatched,UpdateBrainEngine,1,1,0,0,
2972,accepted,UpdateBrainFlowState,1,1,10,0,
2972,dispatched,UpdateBrainFlowState,1,1,9,0,
2973,accepted,UpdateMapperPost,1,1,10,0,
2973,dispatched,UpdateMapperPost,1,1,9,0,
2974,accepted,UpdateBrainFlowState,1,1,11,0,
2974,dispatched,UpdateBrainFlowState,1,1,10,0,
2975,accepted,UpdateMapperPost,1,1,11,0,
2975,dispatched,UpdateMapperPost,1,1,10,0,
2976,accepted,UpdateMapperPost,1,1,15,0,
2976,dispatched,UpdateBrainFlowState,1,1,11,0,
2977,accepted,UpdateBrainState,1,1,0,0,
2977,dispatched,UpdateMapperPost,1,1,11,0,
2978,accepted,CommitMapper,1,0,0,0,
2978,dispatched,UpdateMapperPost,1,1,15,0,
2979,dispatched,UpdateBrainState,1,1,0,0,
2980,dispatched,CommitMapper,1,0,0,0,
2980,committed,CommitMapper,1,0,0,0,
2981,replayed,UpdateMapperPost,1,1,9,0,
2983,replayed,UpdateMapperPost,1,1,10,0,
2985,replayed,UpdateMapperPost,1,1,11,0,
2986,replayed,UpdateMapperPost,1,1,15,0,
