primitive	count
CARRY8	2048
FDCE	90
FDRE	21527
GND	2
LUT1	26
LUT2	1998
LUT3	17339
LUT4	11726
LUT5	41852
LUT6	36080
MUXF7	2445
MUXF8	1138
VCC	1
