primitive	count
CARRY8	11
FDCE	7381
FDPE	1322
FDRE	356
GND	57
LUT1	126
LUT2	437
LUT3	602
LUT4	2155
LUT5	3600
LUT6	7635
MUXF7	1400
MUXF8	616
RAM128X1D	10
RAM32M	5
RAM32M16	46
RAM32X1D	20
RAM64M8	50
RAM64X1D	10
RAMB36E2	681
RAMD32	714
RAMD64E	460
RAMS32	102
VCC	72
