window_start_cycle,window_end_cycle,time_relative_to_start,total_bytes_per_cycle,total_link_fraction,flow_1_bytes_per_cycle,flow_2_bytes_per_cycle,flow_1_link_fraction,flow_2_link_fraction
178,690,192,53.8948405131,0.842106883017,30.1108204275,23.7840200856,0.47048156918,0.371625313837
194,706,208,53.8946012071,0.842103143861,31.1678369341,22.726764273,0.486997452095,0.355105691766
210,722,224,53.8946490755,0.842103891805,32.3802560616,21.514393014,0.505941500962,0.336162390843
226,738,240,53.8949083122,0.842107942378,33.7339942149,20.1609140973,0.527093659608,0.31501428277
242,754,256,53.8946970092,0.842104640769,35.2089084685,18.6857885407,0.550139194821,0.291965445948
258,770,272,53.8946970092,0.842104640769,36.7815252415,17.1131717677,0.574711331898,0.267393308871
274,786,288,53.8949083122,0.842107942378,38.423934637,15.4709736752,0.600373978703,0.241733963676
290,802,304,53.8946490755,0.842103891805,40.1045722587,13.7900768169,0.626633941542,0.215469950263
306,818,320,53.8946012071,0.842103143861,41.7910743591,12.103526848,0.652985536861,0.189117607
322,834,336,53.8948405131,0.842106883017,43.4511445359,10.4436959772,0.678924133374,0.163182749643
338,850,352,53.894760808,0.842105637625,45.052898908,8.84186190001,0.703951545438,0.138154092188
354,866,368,53.8946651074,0.842104142302,46.5669146676,7.3277504398,0.727608041681,0.114496100622
370,882,384,53.8948564942,0.842107132722,47.9350740861,5.95978240814,0.748985532595,0.0931216001271
386,898,400,53.8947288482,0.842105138253,49.0725149592,4.82221388897,0.766758046238,0.0753470920152
402,914,416,53.8945852501,0.842102894533,49.90260118,3.99198407014,0.779728143437,0.062374751096
418,930,432,53.8947288482,0.842105138253,50.3605528947,3.53417595355,0.786883638979,0.0552214992742
434,946,448,53.8948564942,0.842107132722,50.3959376516,3.49891884266,0.787436525806,0.0546706069165
450,962,464,53.8946651074,0.842104142302,49.9752896475,3.9193754599,0.780863900741,0.061240241561
466,978,480,53.894760808,0.842105637625,49.0827365993,4.81202420877,0.766917759363,0.075187878262
482,994,496,53.8948405131,0.842106883017,47.7199478662,6.17489264691,0.745624185409,0.096482697608
498,1010,512,53.8946012071,0.842103143861,45.9067436341,7.98785757295,0.717292869283,0.124810274577
514,1026,528,53.8946490755,0.842103891805,43.6803222361,10.2143268395,0.682505034939,0.159598856867
530,1042,544,53.8949083122,0.842107942378,41.0938170303,12.8010912819,0.642090891099,0.200017051279
546,1058,560,53.8946970092,0.842104640769,38.2145414756,15.6801555336,0.597102210556,0.245002430213
562,1074,576,53.8946970092,0.842104640769,35.1205624608,18.7741345484,0.548758788449,0.293345852319
578,1090,592,53.8949083122,0.842107942378,31.8719180767,22.0229902356,0.497998719948,0.344109222431
594,1106,608,53.8946490755,0.842103891805,28.5287090216,25.3659400539,0.445761078463,0.396342813342
610,1122,624,53.8946012071,0.842103143861,25.1553583895,28.7392428176,0.393052474836,0.449050669025
626,1138,640,53.8948405131,0.842106883017,21.8165565658,32.0782839474,0.34088369634,0.501223186677
642,1154,656,53.894760808,0.842105637625,18.5756610598,35.3190997482,0.29024470406,0.551860933566
658,1170,672,53.8946651074,0.842104142302,15.493147759,38.4015173483,0.242080433735,0.600023708568
674,1186,688,53.8872918281,0.841988934814,12.6227081061,41.264583722,0.197229814157,0.644759120657
690,1202,704,53.8209252538,0.84095195709,10.0096273059,43.8112979478,0.156400426655,0.684551530435
706,1218,720,53.6335690574,0.838024516522,7.69016001667,45.9434090407,0.120158750261,0.717865766262
722,1234,736,53.2672231716,0.832300362057,5.68856197044,47.5786612012,0.0888837807881,0.743416581269
738,1250,752,52.6704952551,0.822976488361,4.01652805172,48.6539672034,0.0627582508081,0.760218237553
754,1266,768,51.8015519049,0.809399248515,2.67370963543,49.1278422695,0.0417767130536,0.767622535461
770,1282,784,50.6290603178,0.791079067466,1.64705578577,48.9820045321,0.0257352466526,0.765343820813
786,1298,800,49.1327248451,0.767698825705,0.91064450575,48.2220803394,0.0142288204023,0.753470005303
802,1314,816,47.3054171637,0.739147143183,0.428029969861,46.8773871938,0.00668796827908,0.732459174904
818,1330,832,45.1527790341,0.705512172407,0.152976336968,44.9998026971,0.00239025526513,0.703121917142
834,1346,848,42.692332393,0.66706769364,0.0305692554309,42.6617631375,0.000477644616107,0.666590049024
850,1362,864,39.9537718868,0.624277685731,0.000302952894415,39.9534689339,4.73363897523e-06,0.624272952092
866,1378,880,36.9781931191,0.577784267485,0,36.9781931191,0,0.577784267485
882,1394,896,33.8149375102,0.528358398597,0,33.8149375102,0,0.528358398597
898,1410,912,30.5208115015,0.476887679711,0,30.5208115015,0,0.476887679711
914,1426,928,27.158344587,0.424349134172,0,27.158344587,0,0.424349134172
930,1442,944,23.7918072637,0.371746988496,0,23.7918072637,0,0.371746988496
946,1458,960,20.485627063,0.320087922859,0,20.485627063,0,0.320087922859
962,1474,976,17.3027985237,0.270356226932,0,17.3027985237,0,0.270356226932
978,1490,992,14.3008832011,0.223451300017,0,14.3008832011,0,0.223451300017
994,1506,1008,11.5302385671,0.18015997761,0,11.5302385671,0,0.18015997761
1010,1522,1024,9.03319801501,0.141143718985,0,9.03319801501,0,0.141143718985
1026,1538,1040,6.84086796643,0.106888561975,0,6.84086796643,0,0.106888561975
1042,1554,1056,4.97230165285,0.0776922133258,0,4.97230165285,0,0.0776922133258
1058,1570,1072,3.43473257253,0.0536676964458,0,3.43473257253,0,0.0536676964458
1074,1586,1088,2.2226231747,0.0347284871046,0,2.2226231747,0,0.0347284871046
1090,1602,1104,1.3172062464,0.0205813476,0,1.3172062464,0,0.0205813476
1106,1618,1120,0.688556117098,0.0107586893297,0,0.688556117098,0,0.0107586893297
1122,1634,1136,0.296070927174,0.0046261082371,0,0.296070927174,0,0.0046261082371
1138,1650,1152,0.089366776827,0.00139635588792,0,0.089366776827,0,0.00139635588792
1154,1666,1168,0.0111900332463,0.000174844269474,0,0.0111900332463,0,0.000174844269474
1170,1682,1184,0,0,0,0,0,0
