request_id,flow_id,input_cycle,output_cycle,input_relative_to_start,output_relative_to_start
1,1,0,9,-600,-591
2,2,0,19,-600,-581
3,1,5,29,-595,-571
4,2,5,39,-595,-561
5,1,10,49,-590,-551
6,2,10,59,-590,-541
7,1,15,69,-585,-531
8,2,15,79,-585,-521
9,1,20,89,-580,-511
10,2,20,99,-580,-501
11,1,25,109,-575,-491
12,2,25,119,-575,-481
13,1,30,129,-570,-471
14,2,30,139,-570,-461
15,1,35,149,-565,-451
16,2,35,159,-565,-441
17,1,40,169,-560,-431
18,2,40,179,-560,-421
19,1,46,189,-554,-411
20,2,46,199,-554,-401
21,1,51,209,-549,-391
22,2,51,219,-549,-381
23,1,56,229,-544,-371
24,2,56,239,-544,-361
25,1,61,249,-539,-351
26,2,61,259,-539,-341
27,1,66,269,-534,-331
28,2,66,279,-534,-321
29,1,71,289,-529,-311
30,2,71,299,-529,-301
31,1,76,309,-524,-291
32,2,76,319,-524,-281
33,1,81,329,-519,-271
34,2,81,339,-519,-261
35,1,86,349,-514,-251
36,2,86,359,-514,-241
37,1,90,369,-510,-231
38,2,90,379,-510,-221
39,1,95,389,-505,-211
40,2,95,399,-505,-201
41,1,99,409,-501,-191
42,2,99,419,-501,-181
43,1,104,429,-496,-171
44,2,104,439,-496,-161
45,1,109,449,-491,-151
46,2,109,459,-491,-141
47,1,113,469,-487,-131
48,2,113,479,-487,-121
49,1,118,489,-482,-111
50,2,118,499,-482,-101
51,1,124,509,-476,-91
52,2,124,519,-476,-81
53,1,129,529,-471,-71
54,2,129,539,-471,-61
55,1,134,549,-466,-51
56,2,134,559,-466,-41
57,1,139,569,-461,-31
58,2,139,579,-461,-21
59,1,144,589,-456,-11
60,2,144,599,-456,-1
61,1,148,609,-452,9
62,2,148,618,-452,18
63,1,153,627,-447,27
64,2,153,636,-447,36
65,1,158,646,-442,46
66,2,158,656,-442,56
67,1,163,666,-437,66
68,2,163,676,-437,76
69,1,168,685,-432,85
70,2,168,695,-432,95
71,1,174,705,-426,105
72,2,174,715,-426,115
73,1,179,724,-421,124
74,2,179,733,-421,133
75,1,183,743,-417,143
76,2,183,753,-417,153
77,1,188,763,-412,163
78,2,188,772,-412,172
79,1,193,782,-407,182
80,2,193,792,-407,192
81,1,198,801,-402,201
82,2,198,811,-402,211
83,1,203,821,-397,221
84,2,203,831,-397,231
85,1,208,841,-392,241
86,2,208,850,-392,250
87,1,212,860,-388,260
88,2,212,870,-388,270
89,1,217,879,-383,279
90,2,217,889,-383,289
91,1,222,898,-378,298
92,2,222,907,-378,307
93,1,226,916,-374,316
94,2,226,926,-374,326
95,1,231,935,-369,335
96,2,231,944,-369,344
97,1,235,953,-365,353
98,2,235,963,-365,363
99,1,240,973,-360,373
100,2,240,982,-360,382
101,1,245,991,-355,391
102,2,245,1001,-355,401
103,1,249,1010,-351,410
104,2,249,1019,-351,419
105,1,254,1028,-346,428
106,2,254,1037,-346,437
107,1,259,1047,-341,447
108,2,259,1057,-341,457
109,1,264,1067,-336,467
110,2,264,1077,-336,477
111,1,269,1086,-331,486
112,2,269,1095,-331,495
113,1,274,1104,-326,504
114,2,274,1114,-326,514
115,1,279,1123,-321,523
116,2,279,1133,-321,533
117,1,284,1143,-316,543
118,2,284,1153,-316,553
119,1,288,1162,-312,562
120,2,288,1172,-312,572
121,1,293,1182,-307,582
122,2,293,1192,-307,592
123,1,297,1201,-303,601
124,2,297,1210,-303,610
125,1,302,1220,-298,620
126,2,302,1229,-298,629
