primitive	count
CARRY8	5
FDCE	71958
FDPE	10280
FDRE	1354
GND	110
LUT1	104
LUT2	27439
LUT3	14461
LUT4	65036
LUT5	16355
LUT6	160848
MUXF7	21622
MUXF8	10657
RAM256X1D	40
RAM32M	10
RAM32M16	51
RAM32X1D	10
RAMB18E2	10
RAMB36E2	35846
RAMD32	794
RAMD64E	320
RAMS32	122
VCC	76
