primitive	count
CARRY8	5
FDCE	2500
FDPE	35
FDRE	351
GND	55
LUT1	109
LUT2	530
LUT3	265
LUT4	344
LUT5	847
LUT6	1407
MUXF7	280
MUXF8	120
RAM32M16	49
RAM32X1D	15
RAM64M	5
RAM64M8	20
RAM64X1D	5
RAMB36E2	120
RAMD32	716
RAMD64E	190
RAMS32	98
VCC	69
