run,commit,name,start_cycle,commit_cycle,ready_for_next_commit,old_tree_drained_cycle,drain_label,commit_applied_cycle,instruction_count,commit_cycles,bank_replay_cycles
reset,C1,request,2000,2723,3122,2017,old-tree captured (not drained),2726,704,726,396
reset,C2,retire,3201,3201,3206,2017,old-tree captured (not drained),3205,1,4,1
