window_start_cycle,window_end_cycle,time_relative_to_start,total_bytes_per_cycle,total_link_fraction,flow_1_bytes_per_cycle,flow_2_bytes_per_cycle,flow_3_bytes_per_cycle,flow_1_link_fraction,flow_2_link_fraction,flow_3_link_fraction
4821,5061,2940,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
4833,5073,2952,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
4845,5085,2964,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
4857,5097,2976,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
4869,5109,2988,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
4881,5121,3000,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
4893,5133,3012,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
4905,5145,3024,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
4917,5157,3036,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
4929,5169,3048,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
4941,5181,3060,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
4953,5193,3072,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
4965,5205,3084,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
4977,5217,3096,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
4989,5229,3108,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
5001,5241,3120,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
5013,5253,3132,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
5025,5265,3144,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
5037,5277,3156,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
5049,5289,3168,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
5061,5301,3180,16.0000077128,1.00000048205,7.99996913296,4.00010624883,3.99993233097,0.49999807081,0.250006640552,0.249995770686
