primitive	count
CARRY8	1285
FDCE	47573
FDPE	5225
FDRE	20153
FDSE	400
GND	185
LUT1	10364
LUT2	12049
LUT3	3951
LUT4	20298
LUT5	15323
LUT6	69502
MUXF7	8352
MUXF8	3729
RAM256X1D	20
RAM32M16	21
RAMB18E2	20
RAMB36E2	6
RAMD32	294
RAMD64E	160
RAMS32	42
SRL16E	61440
VCC	211
