primitive	count
CARRY8	131
FDCE	2771
FDPE	417
FDRE	12904
GND	92
LUT1	1067
LUT2	2119
LUT3	1334
LUT4	3020
LUT5	1109
LUT6	14037
MUXF7	50
MUXF8	6
RAM32M	10
RAM32M16	56
RAM32X1D	20
RAM64M8	20
RAM64X1D	10
RAMB36E2	1
RAMD32	884
RAMD64E	180
RAMS32	132
VCC	87
