primitive	count
CARRY8	20
FDCE	17213
FDPE	72
FDRE	936
GND	115
LUT1	108
LUT2	2058
LUT3	5764
LUT4	2453
LUT5	7701
LUT6	22163
MUXF7	2070
MUXF8	825
RAM256X1D	10
RAM32M	5
RAM32M16	50
RAM32X1D	21
RAM64M8	100
RAM64X1D	100
RAMB18E2	5
RAMB36E2	4480
RAMD32	772
RAMD64E	1080
RAMS32	110
VCC	85
