primitive	count
CARRY8	2048
FDCE	59
FDRE	23577
GND	2
LUT1	18
LUT2	2047
LUT3	18825
LUT4	10289
LUT5	42208
LUT6	39746
MUXF7	2571
MUXF8	1201
VCC	1
