platform,vflows,variant,resource,value,source
vivado,32,dynamic,registers,2355.0,../r2-vflows/runs/rio-only-pe5-v32-c1024-dynamic-vivado/resource-summary.json
vivado,128,dynamic,registers,8707.0,../r2-vflows/runs/rio-only-pe5-v128-c1024-dynamic-vivado/resource-summary.json
vivado,1024,dynamic,registers,76037.0,../r1-fixed/runs/rio-only-pe5-v1024-c1024-dynamic-vivado/resource-summary.json
vivado,32,replay,registers,2125.0,../r4-replay/runs/rio-replay-pe5-v32-c1024-j16384-vivado/resource-summary.json
vivado,128,replay,registers,7837.0,../r4-replay/runs/rio-replay-pe5-v128-c1024-j16384-vivado/resource-summary.json
vivado,1024,replay,registers,73815.0,../r4-replay/runs/rio-replay-pe5-v1024-c1024-j16384-vivado/resource-summary.json
quartus,32,static,block_memory_bits,659532.0,../r2-vflows/runs/rio-only-pe5-v32-c1024-static-quartus/resource-summary.json
quartus,128,static,block_memory_bits,11813092.0,../r2-vflows/runs/rio-only-pe5-v128-c1024-static-quartus/resource-summary.json
quartus,1024,static,block_memory_bits,880804632.0,../r1-fixed/runs/rio-only-pe5-v1024-c1024-static-quartus/resource-summary.json
quartus,32,dynamic,block_memory_bits,1644972.0,../r2-vflows/runs/rio-only-pe5-v32-c1024-dynamic-quartus/resource-summary.json
quartus,128,dynamic,block_memory_bits,31487332.0,../r2-vflows/runs/rio-only-pe5-v128-c1024-dynamic-quartus/resource-summary.json
quartus,1024,dynamic,block_memory_bits,2516583192.0,../r1-fixed/runs/rio-only-pe5-v1024-c1024-dynamic-quartus/resource-summary.json
quartus,32,replay,block_memory_bits,1397612.0,../r4-replay/runs/rio-replay-pe5-v32-c1024-j16384-quartus/resource-summary.json
quartus,128,replay,block_memory_bits,18879076.0,../r4-replay/runs/rio-replay-pe5-v128-c1024-j16384-quartus/resource-summary.json
quartus,1024,replay,block_memory_bits,1426064152.0,../r4-replay/runs/rio-replay-pe5-v1024-c1024-j16384-quartus/resource-summary.json
quartus,1024,replay_m20k,block_memory_bits,1426719512.0,../r4-replay/journal-m20k/runs/full-m20k/resource-summary.json
vivado,32,static,bram36_tiles,30.0,../r2-vflows/runs/rio-only-pe5-v32-c1024-static-vivado/resource-summary.json
vivado,128,static,bram36_tiles,500.0,../r2-vflows/runs/rio-only-pe5-v128-c1024-static-vivado/resource-summary.json
vivado,1024,static,bram36_tiles,35850.0,../r1-fixed/runs/rio-only-pe5-v1024-c1024-static-vivado/resource-summary.json
vivado,32,dynamic,bram36_tiles,60.0,../r2-vflows/runs/rio-only-pe5-v32-c1024-dynamic-vivado/resource-summary.json
vivado,128,dynamic,bram36_tiles,1040.0,../r2-vflows/runs/rio-only-pe5-v128-c1024-dynamic-vivado/resource-summary.json
vivado,1024,dynamic,bram36_tiles,81937.5,../r1-fixed/runs/rio-only-pe5-v1024-c1024-dynamic-vivado/resource-summary.json
vivado,32,replay,bram36_tiles,51.5,../r4-replay/runs/rio-replay-pe5-v32-c1024-j16384-vivado/resource-summary.json
vivado,128,replay,bram36_tiles,694.0,../r4-replay/runs/rio-replay-pe5-v128-c1024-j16384-vivado/resource-summary.json
vivado,1024,replay,bram36_tiles,51230.5,../r4-replay/runs/rio-replay-pe5-v1024-c1024-j16384-vivado/resource-summary.json
