primitive	count
CARRY8	4098
FDCE	871
FDPE	36
FDRE	41178
GND	56
LUT1	133
LUT2	3677
LUT3	22685
LUT4	26387
LUT5	92076
LUT6	72487
MUXF7	4604
MUXF8	2160
RAM32M	10
RAM32M16	25
RAM32X1D	8
RAMB36E2	8
RAMD32	426
RAMS32	70
URAM288	2
VCC	35
