primitive	count
CARRY8	5
FDCE	3715
FDPE	72
FDRE	429
GND	60
LUT1	104
LUT2	905
LUT3	1074
LUT4	389
LUT5	1128
LUT6	2448
MUXF7	525
MUXF8	170
RAM32M16	49
RAM32X1D	15
RAM64M	5
RAM64M8	35
RAM64X1D	5
RAMB36E2	240
RAMD32	716
RAMD64E	310
RAMS32	98
VCC	80
