cycle,event,engine_id,vpifo_id,tokens,buffered_packets,ingress_packets
0,driver_stop,1,1,0,3,2
13,hardware_stop,1,1,1,4,3
46,stop_snapshot,1,1,1,15,14
81,prefill_started,4,1,1,23,22
83,prefill_finished,4,1,1,24,23
83,root_detached,1,1,1,24,23
83,root_published,4,1,1,24,23
83,drain_watch_armed,1,1,1,24,23
83,driver_resume,1,1,1,24,23
84,hardware_resume,1,1,1,24,23
135,root_detached,4,1,22,29,3
135,root_published,1,2,23,29,3
150,clear_engine,4,0,21,28,3
