primitive	count
CARRY8	10245
FDCE	2005
FDPE	35
FDRE	107935
GND	124
LUT1	149
LUT2	13192
LUT3	55766
LUT4	63367
LUT5	241050
LUT6	189114
MUXF7	12170
MUXF8	5675
RAM32M	5
RAM32M16	59
RAM32X1D	20
RAMB36E2	30
RAMD32	896
RAMS32	128
VCC	74
