primitive	count
CARRY8	9
FDCE	3543
FDPE	44
FDRE	331
GND	59
LUT1	118
LUT2	523
LUT3	831
LUT4	1047
LUT5	1240
LUT6	2234
MUXF7	520
MUXF8	185
RAM32M16	49
RAM32X1D	15
RAM64M	5
RAM64M8	25
RAM64X1D	5
RAMB18E2	1
RAMB36E2	172
RAMD32	716
RAMD64E	230
RAMS32	98
VCC	73
