event,name,mode,from_policy,to_policy,instruction_count,scheduled_cycle,start_cycle,commit_cycle,finish_cycle,drain_cycle,drain_duration_cycles,dropped_packets,retained_packets,peak_buffer_occupancy_packets,minimum_stop_cycles,stop_duration_cycles,commit_applied_cycle,commit_cycles,bank_cleanup_cycles,install_finish_cycle,resume_cycle,cleanup_start_cycle,cleanup_commit_cycle,cleanup_applied_cycle,cleanup_finish_cycle,cleanup_instruction_count,cleanup_commit_cycles,cleanup_bank_cleanup_cycles,cleanup_of,prefilled_tokens
reconfiguration,replace,stop_the_world_pop,p1,p2b,58,0,0,66,189,115,49,0,1,31,0,,106,106,49,155,106,155,175,178,189,20,23,11,,1
cleanup_commit,replace-cleanup,direct,,,20,0,155,175,210,,,0,0,0,0,,178,23,11,189,,189,200,203,210,11,14,7,replace,
cleanup_commit,replace-reclaim,direct,,,11,0,189,200,210,,,0,0,0,0,,203,14,7,210,,,,,,,,,replace-cleanup,
