primitive	count
CARRY8	2048
FDCE	85
FDRE	31776
GND	2
LUT1	6
LUT2	1541
LUT3	26255
LUT4	11361
LUT5	55116
LUT6	46560
MUXF7	3094
MUXF8	1463
VCC	1
