event,name,mode,from_policy,to_policy,instruction_count,scheduled_cycle,start_cycle,commit_cycle,finish_cycle,drain_cycle,drain_duration_cycles,dropped_packets,retained_packets,peak_buffer_occupancy_packets,minimum_stop_cycles,stop_duration_cycles,commit_applied_cycle,commit_cycles,bank_cleanup_cycles,install_finish_cycle,resume_cycle,cleanup_start_cycle,cleanup_commit_cycle,cleanup_applied_cycle,cleanup_finish_cycle,cleanup_instruction_count,cleanup_commit_cycles,cleanup_bank_cleanup_cycles,cleanup_of,prefilled_tokens
reconfiguration,request,stop_the_world_pop,,,273,2000,2000,2285,2813,2606,321,0,70,214,0,,2390,390,179,2569,2390,2569,2711,2748,2813,141,179,65,,70
cleanup_commit,collapse,direct,,,141,2000,2569,2711,2869,,,0,0,0,0,,2748,179,65,2813,,2813,2849,2852,2869,36,39,17,request,
cleanup_commit,reclaim,direct,,,36,2000,2813,2849,2869,,,0,0,0,0,,2852,39,17,2869,,,,,,,,,collapse,
