window_start_cycle,window_end_cycle,time_relative_to_start,total_bytes_per_cycle,total_link_fraction,flow_1_bytes_per_cycle,flow_2_bytes_per_cycle,flow_3_bytes_per_cycle,flow_1_link_fraction,flow_2_link_fraction,flow_3_link_fraction
2469,2709,588,15.9026718757,0.993916992233,1.84741499199,14.0552568837,0,0.115463437,0.878453555233,0
2481,2721,600,15.8446653711,0.990291585693,2.85599011579,12.9886752553,0,0.178499382237,0.811792203457,0
2493,2733,612,15.7821685159,0.986385532247,4.08155059407,11.7006179219,0,0.25509691213,0.731288620117,0
2505,2745,624,15.7213498124,0.982584363274,5.482423562,10.2389262504,0,0.342651472625,0.639932890649,0
2517,2757,636,15.6682121273,0.979263257954,6.99963263667,8.6685794906,0,0.437477039792,0.541786218162,0
2529,2769,648,15.6280002033,0.976750012703,8.56271894512,7.06528125814,0,0.53516993407,0.441580078634,0
2541,2781,660,15.6046829975,0.975292687341,10.0966954855,5.50798751194,0,0.631043467845,0.344249219496,0
2553,2793,672,15.6005619414,0.975035121338,11.5294484193,4.07111352213,0,0.720590526205,0.254444595133,0
2565,2805,684,15.6160437875,0.976002736717,12.798854779,2.81718900847,0,0.799928423688,0.176074313029,0
2577,2817,696,15.6496004619,0.978100028871,13.8589140675,1.79068639446,0,0.866182129217,0.111917899654,0
2589,2829,708,15.6979198875,0.981119992968,14.6842885528,1.01363133471,0,0.917768034549,0.0633519584191,0
2601,2841,720,15.7562328885,0.984764555531,15.2728041278,0.483428760732,0,0.954550257986,0.0302142975457,0
2613,2853,732,15.8187839135,0.988673994592,15.6456648966,0.173119016877,0,0.977854056037,0.0108199385548,0
2625,2865,744,15.8793991137,0.992462444604,15.8453603084,0.0340388052505,0,0.990335019276,0.00212742532816,0
2637,2877,756,15.9320957082,0.995755981764,15.9314714063,0.000624301898644,0,0.995716962896,3.90188686653e-05,0
2649,2889,768,15.9716724906,0.99822953066,15.9716724906,0,0,0.99822953066,0,0
2661,2901,780,15.9942231927,0.999638949543,15.9942231927,0,0,0.999638949543,0,0
2673,2913,792,16.0000077128,1.00000048205,16.0000077128,0,0,1.00000048205,0,0
2685,2925,804,16.0000077128,1.00000048205,16.0000077128,0,0,1.00000048205,0,0
2697,2937,816,16.0000077128,1.00000048205,16.0000077128,0,0,1.00000048205,0,0
2709,2949,828,16.0000077128,1.00000048205,16.0000077128,0,0,1.00000048205,0,0
2721,2961,840,16.0000077128,1.00000048205,16.0000077128,0,0,1.00000048205,0,0
2733,2973,852,16.0000077128,1.00000048205,16.0000077128,0,0,1.00000048205,0,0
2745,2985,864,16.0000077128,1.00000048205,16.0000077128,0,0,1.00000048205,0,0
2757,2997,876,16.0000077128,1.00000048205,16.0000077128,0,0,1.00000048205,0,0
2769,3009,888,16.0000077128,1.00000048205,16.0000077128,0,0,1.00000048205,0,0
2781,3021,900,16.0000077128,1.00000048205,16.0000077128,0,0,1.00000048205,0,0
2793,3033,912,16.0000077128,1.00000048205,16.0000077128,0,0,1.00000048205,0,0
2805,3045,924,16.0000077128,1.00000048205,16.0000077128,0,0,1.00000048205,0,0
2817,3057,936,15.9982751385,0.999892196154,15.9982751385,0,0,0.999892196154,0,0
2829,3069,948,15.978416348,0.998651021747,15.9666164126,6.93988481618e-05,0.0117305365025,0.997913525788,4.33742801011e-06,0.000733158531404
2841,3081,960,15.9344648795,0.995904054969,15.8546928193,0.0127247819278,0.0670472782656,0.990918301207,0.000795298870489,0.0041904548916
2853,3093,972,15.8705506384,0.991909414901,15.628189816,0.0604537953407,0.181907027103,0.976761863498,0.00377836220879,0.011369189194
2865,3105,984,15.7929820242,0.987061376513,15.2619131243,0.160650062985,0.370418836915,0.953869570269,0.0100406289365,0.0231511773072
2877,3117,996,15.7094151367,0.981838446041,14.7419754221,0.329449018514,0.637990696058,0.921373463881,0.0205905636571,0.0398744185036
2889,3129,1008,15.6280981111,0.976756131947,14.0762433345,0.571537256913,0.980317519712,0.879765208408,0.0357210785571,0.061269844982
2901,3141,1020,15.5570570194,0.972316063713,13.278954553,0.888466252932,1.38963621352,0.82993465956,0.0555291408082,0.0868522633451
