cycle,phase,command,engine_id,vpifo_id,flow_id,data,copied_entries
601,accepted,UpdateBrainEngine,1,11,0,2,
602,accepted,UpdateBrainFlowState,1,11,33,1,
603,accepted,UpdateBrainFlowState,1,11,34,32769,
603,dispatched,UpdateBrainEngine,1,11,0,2,
604,accepted,UpdateMapperPre,1,1,0,11,
604,dispatched,UpdateBrainFlowState,1,11,33,1,
605,accepted,UpdateMapperPost,1,11,33,1,
605,dispatched,UpdateBrainFlowState,1,11,34,32769,
606,accepted,UpdateMapperPre,1,2,0,11,
606,dispatched,UpdateMapperPre,1,1,0,11,
607,accepted,UpdateMapperPost,1,11,34,2,
607,dispatched,UpdateMapperPost,1,11,33,1,
608,accepted,UpdateMapperNonExist,1,10,0,11,
608,dispatched,UpdateMapperPre,1,2,0,11,
609,dispatched,UpdateMapperPost,1,11,34,2,
610,dispatched,UpdateMapperNonExist,1,10,0,11,
619,accepted,CommitMapper,1,0,0,0,
621,dispatched,CommitMapper,1,0,0,0,
621,committed,CommitMapper,1,0,0,0,
622,replayed,UpdateMapperPre,1,1,0,11,
623,replayed,UpdateMapperPost,1,11,33,1,
624,replayed,UpdateMapperPre,1,2,0,11,
625,replayed,UpdateMapperPost,1,11,34,2,
628,accepted,GuardDrain,1,10,0,0,
629,accepted,UpdateBrainEngine,1,10,0,0,
630,accepted,UpdateMapperPost,1,10,33,0,
631,accepted,UpdateMapperPost,1,10,34,0,
632,accepted,UpdateBrainState,1,10,0,0,
633,accepted,CommitMapper,1,0,0,0,
901,dispatched,GuardDrain,1,10,0,0,
902,dispatched,UpdateBrainEngine,1,10,0,0,
903,dispatched,UpdateMapperPost,1,10,33,0,
904,dispatched,UpdateMapperPost,1,10,34,0,
905,dispatched,UpdateBrainState,1,10,0,0,
906,dispatched,CommitMapper,1,0,0,0,
906,committed,CommitMapper,1,0,0,0,
907,replayed,UpdateMapperPost,1,10,33,0,
908,replayed,UpdateMapperPost,1,10,34,0,
