primitive	count
CARRY8	5
FDCE	1700
FDPE	35
FDRE	301
GND	61
LUT1	110
LUT2	279
LUT3	356
LUT4	185
LUT5	367
LUT6	1907
MUXF7	15
RAM32M	5
RAM32M16	59
RAM32X1D	20
RAMB36E2	30
RAMD32	896
RAMS32	128
VCC	69
