primitive	count
CARRY8	11
FDCE	72156
FDPE	10282
FDRE	1549
GND	107
LUT1	148
LUT2	33793
LUT3	16333
LUT4	66662
LUT5	18537
LUT6	206782
MUXF7	23492
MUXF8	11582
RAM256X1D	40
RAM32M	10
RAM32M16	51
RAM32X1D	10
RAMB18E2	15
RAMB36E2	51206
RAMD32	794
RAMD64E	320
RAMS32	122
VCC	77
