primitive	count
CARRY8	8171
FDCE	11251
FDPE	1367
FDRE	65716
GND	122
LUT1	3955
LUT2	4396
LUT3	2994
LUT4	19687
LUT5	5027
LUT6	53481
MUXF7	1281
MUXF8	616
RAM128X1D	10
RAM32M	5
RAM32M16	46
RAM32X1D	20
RAM64M	40
RAM64M8	90
RAM64X1D	10
RAMB18E2	5
RAMB36E2	1
RAMD32	714
RAMD64E	940
RAMS32	102
VCC	92
