run,commit,name,start_cycle,commit_cycle,ready_for_next_commit,old_tree_drained_cycle,drain_label,commit_applied_cycle,instruction_count,commit_cycles,bank_replay_cycles
prefill,C1,request,2000,3112,3940,3433,old-tree-drained,3217,1099,1217,723
prefill,C2,collapse,3940,4492,4753,3433,old-tree-drained,4494,551,554,259
prefill,C3,reclaim,4753,4889,4959,3433,old-tree-drained,4893,136,140,66
