primitive	count
CARRY8	5
FDCE	15638
FDPE	2610
FDRE	452
GND	110
LUT1	104
LUT2	1899
LUT3	2387
LUT4	3526
LUT5	8258
LUT6	17551
MUXF7	2080
MUXF8	942
RAM256X1D	10
RAM32M	5
RAM32M16	46
RAM32X1D	20
RAM64M8	40
RAM64X1D	40
RAMB18E2	5
RAMB36E2	2081
RAMD32	714
RAMD64E	480
RAMS32	102
VCC	81
