cycle,phase,command,engine_id,vpifo_id,flow_id,data,copied_entries
2014,accepted,StopWorld,1,1,0,0,
2015,accepted,CopyPifoEngine,3,0,0,6,
2016,accepted,CopyPifoEngine,2,0,0,5,
2016,dispatched,StopWorld,1,1,0,0,
2017,accepted,CopyPifoEngine,1,0,0,4,
2018,accepted,UpdateBrainEngine,2,1,0,4,
2019,accepted,UpdateRankQuantum,2,1,1,20,
2020,accepted,UpdateBrainEngine,3,1,0,2,
2021,accepted,UpdateRankGroup,2,1,1,1,
2022,accepted,UpdateBrainEngine,7,1,0,3,
2023,accepted,UpdateBrainFlowState,3,1,49,1,
2024,accepted,UpdateRankGroup,2,1,2,1,
2025,accepted,UpdateBrainEngine,7,2,0,3,
2026,accepted,UpdateBrainFlowState,3,1,50,2,
2027,accepted,UpdateRankQuantum,2,1,2,120,
2028,accepted,UpdateBrainEngine,3,2,0,4,
2029,accepted,UpdateRankGroup,2,1,9,2,
2030,accepted,UpdateBrainEngine,7,9,0,3,
2031,accepted,UpdateRankGroup,3,2,9,9,
2032,accepted,UpdateRankQuantum,3,2,9,120,
2033,accepted,UpdateRankGroup,2,1,10,2,
2034,accepted,UpdateBrainEngine,7,10,0,3,
2035,accepted,UpdateRankGroup,3,2,10,10,
2036,accepted,UpdateRankQuantum,3,2,10,120,
2037,accepted,UpdateRankQuantum,2,1,3,40,
2038,accepted,UpdateBrainEngine,3,3,0,4,
2039,accepted,UpdateRankGroup,2,1,5,3,
2040,accepted,UpdateBrainEngine,7,5,0,3,
2041,accepted,UpdateRankGroup,3,3,5,5,
2042,accepted,UpdateRankQuantum,3,3,5,120,
2043,accepted,UpdateRankGroup,2,1,6,3,
2044,accepted,UpdateBrainEngine,7,6,0,3,
2045,accepted,UpdateRankGroup,3,3,6,6,
2046,accepted,UpdateRankQuantum,3,3,6,120,
2047,accepted,UpdateRankQuantum,2,1,5,40,
2048,accepted,UpdateBrainEngine,3,5,0,4,
2049,accepted,UpdateRankGroup,2,1,7,5,
2050,accepted,UpdateBrainEngine,7,7,0,3,
2050,dispatched,CopyPifoEngine,3,0,0,6,
2051,accepted,UpdateRankGroup,3,5,7,7,
2052,accepted,UpdateRankQuantum,3,5,7,120,
2053,accepted,UpdateRankGroup,2,1,8,5,
2054,accepted,UpdateBrainEngine,7,8,0,3,
2055,accepted,UpdateRankGroup,3,5,8,8,
2056,accepted,UpdateRankQuantum,3,5,8,60,
2057,accepted,UpdateRankQuantum,2,1,6,60,
2058,accepted,UpdateBrainEngine,3,6,0,2,
2059,accepted,UpdateRankGroup,2,1,11,6,
2060,accepted,UpdateBrainEngine,7,11,0,3,
2061,accepted,UpdateBrainFlowState,3,6,59,1,
2062,accepted,UpdateRankGroup,2,1,12,6,
2063,accepted,UpdateBrainEngine,7,12,0,3,
2064,accepted,UpdateBrainFlowState,3,6,60,2,
2065,accepted,UpdateRankQuantum,2,1,7,60,
2066,accepted,UpdateBrainEngine,3,7,0,4,
2067,accepted,UpdateRankGroup,2,1,13,7,
2068,accepted,UpdateBrainEngine,7,13,0,3,
2069,accepted,UpdateRankGroup,3,7,13,13,
2070,accepted,UpdateRankQuantum,3,7,13,120,
2071,accepted,UpdateRankGroup,2,1,14,7,
2072,accepted,UpdateBrainEngine,7,14,0,3,
2073,accepted,UpdateRankGroup,3,7,14,14,
2074,accepted,UpdateRankQuantum,3,7,14,120,
2075,accepted,UpdateBrainEngine,1,1,0,2,
2076,accepted,UpdateBrainFlowState,1,1,17,2,
2077,accepted,UpdateBrainFlowState,1,1,18,2,
2078,accepted,UpdateBrainFlowState,1,1,21,2,
2079,accepted,UpdateBrainFlowState,1,1,22,2,
2080,accepted,UpdateBrainFlowState,1,1,23,2,
2081,accepted,UpdateBrainFlowState,1,1,24,2,
2082,accepted,UpdateBrainFlowState,1,1,25,2,
2083,accepted,UpdateBrainFlowState,1,1,26,2,
