cycle,request_id,global_flow_id,size_bytes
0,1,1,48
0,2,2,48
0,3,3,48
0,4,4,48
0,5,5,48
0,6,6,48
0,7,7,48
0,8,8,48
0,9,9,48
0,10,10,48
12,11,3,48
15,12,4,48
17,13,9,48
20,14,1,48
24,15,3,48
25,16,5,48
25,17,10,48
30,18,2,48
30,19,4,48
30,20,7,48
30,21,8,48
33,22,9,48
36,23,3,48
38,24,6,48
40,25,1,48
45,26,4,48
48,27,3,48
50,28,5,48
50,29,9,48
50,30,10,48
60,31,1,48
60,32,2,48
60,33,3,48
60,34,4,48
60,35,7,48
60,36,8,48
67,37,9,48
72,38,3,48
75,39,4,48
75,40,5,48
75,41,6,48
75,42,10,48
80,43,1,48
83,44,9,48
84,45,3,48
90,46,2,48
90,47,4,48
90,48,7,48
90,49,8,48
96,50,3,48
100,51,1,48
100,52,5,48
100,53,9,48
100,54,10,48
105,55,4,48
108,56,3,48
112,57,6,48
117,58,9,48
120,59,1,48
120,60,2,48
120,61,3,48
120,62,4,48
120,63,7,48
120,64,8,48
125,65,5,48
125,66,10,48
132,67,3,48
133,68,9,48
135,69,4,48
140,70,1,48
144,71,3,48
150,72,2,48
150,73,4,48
150,74,5,48
150,75,6,48
150,76,7,48
150,77,8,48
150,78,9,48
150,79,10,48
156,80,3,48
160,81,1,48
165,82,4,48
167,83,9,48
168,84,3,48
175,85,5,48
175,86,10,48
180,87,1,48
180,88,2,48
180,89,3,48
180,90,4,48
180,91,7,48
180,92,8,48
183,93,9,48
188,94,6,48
192,95,3,48
195,96,4,48
200,97,1,48
200,98,5,48
200,99,9,48
200,100,10,48
204,101,3,48
210,102,2,48
210,103,4,48
210,104,7,48
210,105,8,48
216,106,3,48
217,107,9,48
220,108,1,48
225,109,4,48
225,110,5,48
225,111,6,48
225,112,10,48
228,113,3,48
233,114,9,48
240,115,1,48
240,116,2,48
240,117,3,48
240,118,4,48
240,119,7,48
240,120,8,48
250,121,5,48
250,122,9,48
250,123,10,48
252,124,3,48
255,125,4,48
260,126,1,48
262,127,6,48
264,128,3,48
267,129,9,48
270,130,2,48
270,131,4,48
270,132,7,48
270,133,8,48
275,134,5,48
275,135,10,48
276,136,3,48
280,137,1,48
283,138,9,48
285,139,4,48
