run,commit,name,start_cycle,commit_cycle,ready_for_next_commit,old_tree_drained_cycle,drain_label,commit_applied_cycle,instruction_count,commit_cycles,bank_replay_cycles
prefill,C1,request,2000,2112,2280,2433,old-tree-drained,2217,99,217,63
prefill,C2,collapse,2280,2321,2498,2433,old-tree-drained,2479,41,199,19
prefill,C3,reclaim,2498,2514,2524,2433,old-tree-drained,2517,16,19,7
