primitive	count
CARRY8	5
FDCE	71940
FDPE	40
FDRE	12929
GND	111
LUT1	104
LUT2	29203
LUT3	15149
LUT4	63346
LUT5	11897
LUT6	146462
MUXF7	20390
MUXF8	10045
RAM256X1D	40
RAM32M	11
RAM32M16	55
RAM32X1D	10
RAMB18E2	10
RAMB36E2	35845
RAMD32	856
RAMD64E	320
RAMS32	132
VCC	74
